Date,AveragePrice,Total Volume,type,region
2017-12-03,1.25,80838.0,conventional,Syracuse
2017-11-26,1.29,44800.0,conventional,Syracuse
2017-11-19,1.43,61126.0,conventional,Syracuse
2017-11-12,1.32,62300.0,conventional,Syracuse
2017-11-05,1.44,52028.11,conventional,Syracuse
2017-10-29,1.46,53621.45,conventional,Syracuse
2017-10-22,1.51,44004.03,conventional,Syracuse
2017-10-15,1.57,43715.52,conventional,Syracuse
2017-10-08,1.57,45452.47,conventional,Syracuse
2017-10-01,1.58,47034.13,conventional,Syracuse
2017-09-24,1.47,53868.66,conventional,Syracuse
2017-09-17,1.38,62352.95,conventional,Syracuse
2017-09-10,1.59,72483.1,conventional,Syracuse
2017-09-03,1.64,59583.07,conventional,Syracuse
2017-08-27,1.41,63048.42,conventional,Syracuse
2017-08-20,1.42,60657.76,conventional,Syracuse
2017-08-13,1.45,78489.49,conventional,Syracuse
2017-08-06,1.4,69322.32,conventional,Syracuse
2017-07-30,1.43,64459.46,conventional,Syracuse
2017-07-23,1.38,68030.78,conventional,Syracuse
2017-07-16,1.38,69590.82,conventional,Syracuse
2017-07-09,1.38,77529.57,conventional,Syracuse
2017-07-02,1.42,71770.39,conventional,Syracuse
2017-06-25,1.48,58174.88,conventional,Syracuse
2017-06-18,1.54,61468.49,conventional,Syracuse
2017-06-11,1.66,58542.16,conventional,Syracuse
2017-06-04,1.65,64255.79,conventional,Syracuse
2017-05-28,1.71,87335.11,conventional,Syracuse
2017-05-21,1.6,65540.84,conventional,Syracuse
2017-05-14,1.66,74951.66,conventional,Syracuse
2017-05-07,1.63,89105.75,conventional,Syracuse
2017-04-30,1.36,96486.66,conventional,Syracuse
2017-04-23,1.5,63453.06,conventional,Syracuse
2017-04-16,1.6,75156.9,conventional,Syracuse
2017-04-09,1.61,79779.92,conventional,Syracuse
2017-04-02,1.6,75253.52,conventional,Syracuse
2017-03-26,1.37,88278.7,conventional,Syracuse
2017-03-19,1.59,68447.26,conventional,Syracuse
2017-03-12,1.53,73839.48,conventional,Syracuse
2017-03-05,1.42,72748.04,conventional,Syracuse
2017-02-26,1.57,60421.42,conventional,Syracuse
2017-02-19,1.71,61608.13,conventional,Syracuse
2017-02-12,1.5,67899.62,conventional,Syracuse
2017-02-05,1.49,104027.11,conventional,Syracuse
2017-01-29,1.36,71809.68,conventional,Syracuse
2017-01-22,1.52,79859.72,conventional,Syracuse
2017-01-15,1.4,68598.22,conventional,Syracuse
2017-01-08,1.43,67353.38,conventional,Syracuse
2017-01-01,1.55,64284.03,conventional,Syracuse
2017-12-31,1.16,548933.38,conventional,Tampa
2017-12-24,1.4,335782.87,conventional,Tampa
2017-12-17,1.0,449048.75,conventional,Tampa
2017-12-10,1.02,474890.22,conventional,Tampa
2017-12-03,1.27,381605.0,conventional,Tampa
2017-11-26,1.4,295940.0,conventional,Tampa
2017-11-19,1.21,406797.0,conventional,Tampa
2017-11-12,1.35,383991.0,conventional,Tampa
2017-11-05,1.48,323634.05,conventional,Tampa
2017-10-29,1.19,479880.25,conventional,Tampa
2017-10-22,1.54,366454.43,conventional,Tampa
2017-10-15,1.71,328041.36,conventional,Tampa
2017-10-08,1.76,362523.96,conventional,Tampa
2017-10-01,1.96,298663.48,conventional,Tampa
2017-09-24,1.86,293617.05,conventional,Tampa
2017-09-17,1.76,304681.73,conventional,Tampa
2017-09-10,1.76,246731.78,conventional,Tampa
2017-09-03,1.89,294705.99,conventional,Tampa
2017-08-27,1.63,291725.75,conventional,Tampa
2017-08-20,1.64,289379.57,conventional,Tampa
2017-08-13,1.49,367628.08,conventional,Tampa
2017-08-06,1.46,312638.58,conventional,Tampa
2017-07-30,1.44,317250.55,conventional,Tampa
2017-07-23,1.42,349228.39,conventional,Tampa
2017-07-16,1.5,309815.95,conventional,Tampa
2017-07-09,1.45,323653.24,conventional,Tampa
2017-07-02,1.45,407584.72,conventional,Tampa
2017-06-25,1.39,357813.41,conventional,Tampa
2017-06-18,1.43,336746.96,conventional,Tampa
2017-06-11,1.42,410602.09,conventional,Tampa
2017-06-04,1.43,418788.68,conventional,Tampa
2017-05-28,1.41,418872.37,conventional,Tampa
2017-05-21,1.44,373821.74,conventional,Tampa
2017-05-14,1.43,342985.7,conventional,Tampa
2017-05-07,1.15,582405.72,conventional,Tampa
2017-04-30,1.25,534175.65,conventional,Tampa
2017-04-23,1.46,358385.91,conventional,Tampa
2017-04-16,1.48,335494.24,conventional,Tampa
2017-04-09,1.5,327808.93,conventional,Tampa
2017-04-02,1.63,321691.27,conventional,Tampa
2017-03-26,1.67,308197.46,conventional,Tampa
2017-03-19,1.58,312270.07,conventional,Tampa
2017-03-12,1.57,310151.12,conventional,Tampa
2017-03-05,1.59,292544.83,conventional,Tampa
2017-02-26,1.23,369337.81,conventional,Tampa
2017-02-19,1.29,297524.28,conventional,Tampa
2017-02-12,0.95,484658.75,conventional,Tampa
2017-02-05,0.79,893143.94,conventional,Tampa
2017-01-29,1.21,445251.37,conventional,Tampa
2017-01-22,1.0,547800.42,conventional,Tampa
2017-01-15,1.24,425887.79,conventional,Tampa
2017-01-08,1.27,351707.78,conventional,Tampa
2017-01-01,0.93,578061.29,conventional,Tampa
2017-12-31,0.98,38267341.61,conventional,TotalUS
2017-12-24,1.18,29102349.33,conventional,TotalUS
2017-12-17,1.07,30757767.03,conventional,TotalUS
2017-12-10,1.03,35634913.01,conventional,TotalUS
2017-12-03,1.09,33824253.0,conventional,TotalUS
2017-11-26,1.24,24686675.0,conventional,TotalUS
2017-11-19,1.17,29253484.0,conventional,TotalUS
2017-11-12,1.15,32336225.0,conventional,TotalUS
2017-11-05,1.19,32051594.24,conventional,TotalUS
2017-10-29,1.29,30237911.23,conventional,TotalUS
2017-10-22,1.44,26706971.51,conventional,TotalUS
2017-10-15,1.58,25031589.09,conventional,TotalUS
2017-10-08,1.65,24397166.19,conventional,TotalUS
2017-10-01,1.64,24610645.21,conventional,TotalUS
2017-09-24,1.62,24637148.38,conventional,TotalUS
2017-09-17,1.57,25394902.82,conventional,TotalUS
2017-09-10,1.56,26385081.36,conventional,TotalUS
2017-09-03,1.57,26808410.65,conventional,TotalUS
2017-08-27,1.47,28785279.75,conventional,TotalUS
2017-08-20,1.41,29913744.37,conventional,TotalUS
2017-08-13,1.33,32817254.13,conventional,TotalUS
2017-08-06,1.33,32529920.23,conventional,TotalUS
2017-07-30,1.32,31756097.22,conventional,TotalUS
2017-07-23,1.31,32608301.51,conventional,TotalUS
2017-07-16,1.33,32455047.11,conventional,TotalUS
2017-07-09,1.17,39367336.18,conventional,TotalUS
2017-07-02,1.21,38010426.16,conventional,TotalUS
2017-06-25,1.17,37305307.68,conventional,TotalUS
2017-06-18,1.18,38247669.33,conventional,TotalUS
2017-06-11,1.21,37039853.8,conventional,TotalUS
2017-06-04,1.24,37352360.59,conventional,TotalUS
2017-05-28,1.28,37030893.73,conventional,TotalUS
2017-05-21,1.26,34397651.15,conventional,TotalUS
2017-05-14,1.19,36634269.03,conventional,TotalUS
2017-05-07,1.09,47293921.6,conventional,TotalUS
2017-04-30,1.18,38315500.43,conventional,TotalUS
2017-04-23,1.18,35729013.92,conventional,TotalUS
2017-04-16,1.23,35182320.78,conventional,TotalUS
2017-04-09,1.21,34785712.55,conventional,TotalUS
2017-04-02,1.21,34468017.36,conventional,TotalUS
2017-03-26,1.24,32555119.32,conventional,TotalUS
2017-03-19,1.25,31595125.23,conventional,TotalUS
2017-03-12,1.22,32020573.94,conventional,TotalUS
2017-03-05,1.13,33684175.01,conventional,TotalUS
2017-02-26,0.99,37007797.69,conventional,TotalUS
2017-02-19,0.99,33905854.58,conventional,TotalUS
2017-02-12,0.87,41077470.65,conventional,TotalUS
2017-02-05,0.77,61034457.1,conventional,TotalUS
2017-01-29,0.96,39373579.25,conventional,TotalUS
2017-01-22,0.94,42140393.39,conventional,TotalUS
2017-01-15,0.98,38295488.31,conventional,TotalUS
2017-01-08,0.99,38049802.62,conventional,TotalUS
2017-01-01,0.89,38879716.85,conventional,TotalUS
2017-12-31,0.94,6330634.55,conventional,West
2017-12-24,1.1,5116876.57,conventional,West
2017-12-17,1.05,5007523.13,conventional,West
2017-12-10,0.96,5936122.03,conventional,West
2017-12-03,0.98,6288493.0,conventional,West
2017-11-26,1.18,4182730.0,conventional,West
2017-11-19,1.04,5303858.0,conventional,West
2017-11-12,1.01,6182298.0,conventional,West
2017-11-05,1.06,6417143.95,conventional,West
2017-10-29,1.23,5130982.78,conventional,West
2017-10-22,1.31,4769138.17,conventional,West
2017-10-15,1.43,4413876.67,conventional,West
2017-10-08,1.62,3927688.07,conventional,West
2017-10-01,1.57,4014477.31,conventional,West
2017-09-24,1.59,3842682.36,conventional,West
2017-09-17,1.53,4181226.81,conventional,West
2017-09-10,1.56,4281593.13,conventional,West
2017-09-03,1.53,4369089.47,conventional,West
2017-08-27,1.31,5328934.06,conventional,West
2017-08-20,1.3,5653429.62,conventional,West
2017-08-13,1.34,5304873.15,conventional,West
2017-08-06,1.32,5548410.44,conventional,West
2017-07-30,1.25,5688357.24,conventional,West
2017-07-23,1.18,6311280.51,conventional,West
2017-07-16,1.28,5529487.17,conventional,West
2017-07-09,0.95,8389918.04,conventional,West
2017-07-02,1.07,7020076.49,conventional,West
2017-06-25,1.05,6929193.97,conventional,West
2017-06-18,1.02,7187200.64,conventional,West
2017-06-11,1.02,7138766.83,conventional,West
2017-06-04,1.07,6927745.15,conventional,West
2017-05-28,1.07,6955988.8,conventional,West
2017-05-21,1.06,6505499.28,conventional,West
2017-05-14,1.01,7143624.99,conventional,West
2017-05-07,0.94,8545908.75,conventional,West
2017-04-30,0.98,6998582.19,conventional,West
2017-04-23,0.96,6822109.27,conventional,West
2017-04-16,1.02,7012665.19,conventional,West
2017-04-09,1.0,6774200.48,conventional,West
2017-04-02,1.05,6442820.51,conventional,West
2017-03-26,1.0,6680540.39,conventional,West
2017-03-19,1.04,6242381.13,conventional,West
2017-03-12,0.94,7040683.56,conventional,West
2017-03-05,0.96,6667896.16,conventional,West
2017-02-26,0.86,6928736.97,conventional,West
2017-02-19,0.88,6852304.51,conventional,West
2017-02-12,0.76,7589357.36,conventional,West
2017-02-05,0.66,11274749.11,conventional,West
2017-01-29,0.85,7561590.72,conventional,West
2017-01-22,0.82,7876147.38,conventional,West
2017-01-15,0.85,7449374.27,conventional,West
2017-01-08,0.86,7432376.14,conventional,West
2017-01-01,0.79,7360925.84,conventional,West
2017-12-31,0.89,727024.03,conventional,WestTexNewMexico
2017-12-24,0.93,769970.84,conventional,WestTexNewMexico
2017-12-17,0.85,754023.66,conventional,WestTexNewMexico
2017-12-10,0.86,751137.79,conventional,WestTexNewMexico
2017-12-03,0.85,799879.0,conventional,WestTexNewMexico
2017-11-26,0.91,623094.0,conventional,WestTexNewMexico
2017-11-19,0.95,654996.0,conventional,WestTexNewMexico
2017-11-12,0.93,759126.0,conventional,WestTexNewMexico
2017-11-05,0.94,791515.45,conventional,WestTexNewMexico
2017-10-29,1.02,660019.25,conventional,WestTexNewMexico
2017-10-22,1.04,673664.68,conventional,WestTexNewMexico
2017-10-15,1.15,615558.48,conventional,WestTexNewMexico
2017-10-08,1.2,591001.79,conventional,WestTexNewMexico
2017-10-01,1.22,598455.99,conventional,WestTexNewMexico
2017-09-24,1.22,584045.7,conventional,WestTexNewMexico
2017-09-17,1.2,585989.67,conventional,WestTexNewMexico
2017-09-10,1.14,649192.58,conventional,WestTexNewMexico
2017-09-03,1.14,666775.1,conventional,WestTexNewMexico
2017-08-27,1.08,645080.71,conventional,WestTexNewMexico
2017-08-20,1.01,772883.21,conventional,WestTexNewMexico
2017-08-13,0.95,867284.03,conventional,WestTexNewMexico
2017-08-06,0.95,871230.15,conventional,WestTexNewMexico
2017-07-30,1.01,837672.89,conventional,WestTexNewMexico
2017-07-23,1.03,848944.78,conventional,WestTexNewMexico
2017-07-16,0.95,887639.13,conventional,WestTexNewMexico
2017-07-09,0.84,1083015.1,conventional,WestTexNewMexico
2017-07-02,0.86,1023584.42,conventional,WestTexNewMexico
2017-06-25,0.85,1022130.1,conventional,WestTexNewMexico
2017-06-18,0.87,1046946.87,conventional,WestTexNewMexico
2017-06-11,0.83,1090267.81,conventional,WestTexNewMexico
2017-06-04,0.83,1104682.52,conventional,WestTexNewMexico
2017-05-28,0.91,1042737.97,conventional,WestTexNewMexico
2017-05-21,0.89,999265.6,conventional,WestTexNewMexico
2017-05-14,0.84,1108372.45,conventional,WestTexNewMexico
2017-05-07,0.82,1159488.49,conventional,WestTexNewMexico
2017-04-30,0.81,978289.98,conventional,WestTexNewMexico
2017-04-23,0.75,1108328.51,conventional,WestTexNewMexico
2017-04-16,0.82,1115442.01,conventional,WestTexNewMexico
2017-04-09,0.9,818355.5,conventional,WestTexNewMexico
2017-04-02,0.86,886455.71,conventional,WestTexNewMexico
2017-03-26,0.84,910903.81,conventional,WestTexNewMexico
2017-03-19,0.84,914181.01,conventional,WestTexNewMexico
2017-03-12,0.86,813341.58,conventional,WestTexNewMexico
2017-03-05,0.84,841019.69,conventional,WestTexNewMexico
2017-02-26,0.79,864199.16,conventional,WestTexNewMexico
2017-02-19,0.8,870359.48,conventional,WestTexNewMexico
2017-02-12,0.65,1122062.47,conventional,WestTexNewMexico
2017-02-05,0.52,1637554.42,conventional,WestTexNewMexico
2017-01-29,0.74,979146.85,conventional,WestTexNewMexico
2017-01-22,0.67,1100953.14,conventional,WestTexNewMexico
2017-01-15,0.73,1068598.28,conventional,WestTexNewMexico
2017-01-08,0.76,954821.31,conventional,WestTexNewMexico
2017-01-01,0.75,819748.75,conventional,WestTexNewMexico
2018-03-25,1.57,149396.5,conventional,Albany
2018-03-18,1.35,105304.65,conventional,Albany
2018-03-11,1.12,144648.75,conventional,Albany
2018-03-04,1.08,139520.6,conventional,Albany
2018-02-25,1.28,104278.89,conventional,Albany
2018-02-18,1.43,85630.24,conventional,Albany
2018-02-11,1.45,121804.36,conventional,Albany
2018-02-04,1.03,216738.47,conventional,Albany
2018-01-28,1.57,93625.03,conventional,Albany
2018-01-21,1.69,135196.35,conventional,Albany
2018-01-14,1.42,95246.38,conventional,Albany
2018-01-07,1.13,98540.22,conventional,Albany
2018-03-25,1.04,624645.42,conventional,Atlanta
2018-03-18,0.95,730449.69,conventional,Atlanta
2018-03-11,0.96,695821.13,conventional,Atlanta
2018-03-04,1.08,594551.6,conventional,Atlanta
2018-02-25,1.06,586240.44,conventional,Atlanta
2018-02-18,1.04,538448.01,conventional,Atlanta
2018-02-11,0.87,723928.38,conventional,Atlanta
2018-02-04,0.86,957792.07,conventional,Atlanta
2018-01-28,1.08,559460.44,conventional,Atlanta
2018-01-21,1.1,639421.29,conventional,Atlanta
2018-01-14,1.1,670766.04,conventional,Atlanta
2018-01-07,0.98,713915.8,conventional,Atlanta
2018-03-25,1.23,986038.75,conventional,BaltimoreWashington
2018-03-18,1.16,1113242.82,conventional,BaltimoreWashington
2018-03-11,1.36,874780.27,conventional,BaltimoreWashington
2018-03-04,1.25,988572.63,conventional,BaltimoreWashington
2018-02-25,1.37,836294.71,conventional,BaltimoreWashington
2018-02-18,1.42,796515.52,conventional,BaltimoreWashington
2018-02-11,1.41,900558.38,conventional,BaltimoreWashington
2018-02-04,1.12,1225103.27,conventional,BaltimoreWashington
2018-01-28,1.12,1152539.42,conventional,BaltimoreWashington
2018-01-21,1.18,1102213.13,conventional,BaltimoreWashington
2018-01-14,1.49,799726.89,conventional,BaltimoreWashington
2018-01-07,1.5,771313.78,conventional,BaltimoreWashington
2018-03-25,1.28,85839.98,conventional,Boise
2018-03-18,1.03,119045.04,conventional,Boise
2018-03-11,1.26,80611.01,conventional,Boise
2018-03-04,1.22,91070.8,conventional,Boise
2018-02-25,1.09,113183.43,conventional,Boise
2018-02-18,1.25,80833.06,conventional,Boise
2018-02-11,1.14,93106.27,conventional,Boise
2018-02-04,1.07,128702.15,conventional,Boise
2018-01-28,1.12,105025.45,conventional,Boise
2018-01-21,1.25,88727.77,conventional,Boise
2018-01-14,1.15,111113.11,conventional,Boise
2018-01-07,1.3,85697.65,conventional,Boise
2018-03-25,1.39,641462.43,conventional,Boston
2018-03-18,1.38,602177.43,conventional,Boston
2018-03-11,1.34,629090.87,conventional,Boston
2018-03-04,1.19,785188.72,conventional,Boston
2018-02-25,1.41,527274.99,conventional,Boston
2018-02-18,1.51,515022.94,conventional,Boston
2018-02-11,1.3,834304.52,conventional,Boston
2018-02-04,1.39,725934.21,conventional,Boston
2018-01-28,1.22,800274.4,conventional,Boston
2018-01-21,1.12,999783.13,conventional,Boston
2018-01-14,1.49,533150.49,conventional,Boston
2018-01-07,1.28,685417.51,conventional,Boston
2018-03-25,1.21,163592.4,conventional,BuffaloRochester
2018-03-18,1.14,166358.32,conventional,BuffaloRochester
2018-03-11,1.16,185174.55,conventional,BuffaloRochester
2018-03-04,1.19,168190.37,conventional,BuffaloRochester
2018-02-25,1.23,151330.38,conventional,BuffaloRochester
2018-02-18,1.28,144087.48,conventional,BuffaloRochester
2018-02-11,1.27,151057.53,conventional,BuffaloRochester
2018-02-04,1.32,188654.47,conventional,BuffaloRochester
2018-01-28,1.27,158637.92,conventional,BuffaloRochester
2018-01-21,1.29,161887.27,conventional,BuffaloRochester
2018-01-14,1.32,159070.65,conventional,BuffaloRochester
2018-01-07,1.28,161876.76,conventional,BuffaloRochester
2018-03-25,1.04,6687009.44,conventional,California
2018-03-18,1.02,6802084.11,conventional,California
2018-03-11,1.11,6488605.43,conventional,California
2018-03-04,1.13,6295529.61,conventional,California
2018-02-25,1.03,6750361.46,conventional,California
2018-02-18,1.1,6379219.83,conventional,California
2018-02-11,0.98,6718358.1,conventional,California
2018-02-04,0.8,10894677.77,conventional,California
2018-01-28,1.16,6134040.58,conventional,California
2018-01-21,1.12,6610010.64,conventional,California
2018-01-14,1.27,5927016.73,conventional,California
2018-01-07,1.19,5756632.36,conventional,California
2018-03-25,1.32,258547.55,conventional,Charlotte
2018-03-18,0.99,396324.57,conventional,Charlotte
2018-03-11,1.27,279661.71,conventional,Charlotte
2018-03-04,1.32,259060.74,conventional,Charlotte
2018-02-25,1.34,249254.23,conventional,Charlotte
2018-02-18,1.36,224395.77,conventional,Charlotte
2018-02-11,1.18,262133.71,conventional,Charlotte
2018-02-04,0.99,411160.94,conventional,Charlotte
2018-01-28,1.37,247893.13,conventional,Charlotte
2018-01-21,1.11,331324.99,conventional,Charlotte
2018-01-14,1.38,251260.54,conventional,Charlotte
2018-01-07,1.36,243301.08,conventional,Charlotte
2018-03-25,1.36,908202.13,conventional,Chicago
2018-03-18,1.42,841171.24,conventional,Chicago
2018-03-11,1.54,830421.03,conventional,Chicago
2018-03-04,1.53,820728.47,conventional,Chicago
2018-02-25,1.51,794925.31,conventional,Chicago
2018-02-18,1.53,736317.26,conventional,Chicago
2018-02-11,1.39,897178.36,conventional,Chicago
2018-02-04,0.88,1802646.35,conventional,Chicago
2018-01-28,1.36,947968.47,conventional,Chicago
2018-01-21,1.42,951648.11,conventional,Chicago
2018-01-14,1.64,762997.53,conventional,Chicago
2018-01-07,1.5,842141.42,conventional,Chicago
2018-03-25,1.08,277267.97,conventional,CincinnatiDayton
2018-03-18,1.07,245062.31,conventional,CincinnatiDayton
2018-03-11,1.01,275804.74,conventional,CincinnatiDayton
2018-03-04,1.02,265942.15,conventional,CincinnatiDayton
2018-02-25,1.03,263363.41,conventional,CincinnatiDayton
2018-02-18,0.83,231729.88,conventional,CincinnatiDayton
2018-02-11,0.8,305400.41,conventional,CincinnatiDayton
2018-02-04,0.76,380214.74,conventional,CincinnatiDayton
2018-01-28,0.92,281913.49,conventional,CincinnatiDayton
2018-01-21,0.89,321809.3,conventional,CincinnatiDayton
2018-01-14,1.15,243366.13,conventional,CincinnatiDayton
2018-01-07,0.91,303592.92,conventional,CincinnatiDayton
2018-03-25,0.96,264778.18,conventional,Columbus
2018-03-18,1.01,216897.74,conventional,Columbus
2018-03-11,1.05,212107.87,conventional,Columbus
2018-03-04,1.04,207531.29,conventional,Columbus
2018-02-25,1.03,209180.18,conventional,Columbus
2018-02-18,1.02,179193.25,conventional,Columbus
2018-02-11,0.82,218329.7,conventional,Columbus
2018-02-04,0.73,333398.29,conventional,Columbus
2018-01-28,1.03,187523.2,conventional,Columbus
2018-01-21,0.99,214353.02,conventional,Columbus
2018-01-14,1.07,194619.31,conventional,Columbus
2018-01-07,0.84,256757.6,conventional,Columbus
2018-03-25,0.73,1803351.21,conventional,DallasFtWorth
2018-03-18,0.87,1362250.25,conventional,DallasFtWorth
2018-03-11,0.87,1356159.96,conventional,DallasFtWorth
2018-03-04,0.77,1501141.58,conventional,DallasFtWorth
2018-02-25,0.74,1616898.5,conventional,DallasFtWorth
2018-02-18,0.77,1421970.53,conventional,DallasFtWorth
2018-02-11,0.72,1553404.16,conventional,DallasFtWorth
2018-02-04,0.67,1885401.44,conventional,DallasFtWorth
2018-01-28,0.82,1433095.36,conventional,DallasFtWorth
2018-01-21,0.85,1437239.09,conventional,DallasFtWorth
2018-01-14,0.93,1333180.68,conventional,DallasFtWorth
2018-01-07,0.92,1140210.38,conventional,DallasFtWorth
2018-03-25,1.02,950483.37,conventional,Denver
2018-03-18,1.02,1010953.71,conventional,Denver
2018-03-11,1.16,788107.23,conventional,Denver
2018-03-04,1.01,934460.44,conventional,Denver
2018-02-25,0.99,1018614.31,conventional,Denver
2018-02-18,1.16,743979.81,conventional,Denver
2018-02-11,0.91,1056054.41,conventional,Denver
2018-02-04,0.87,1381528.74,conventional,Denver
2018-01-28,1.15,773218.13,conventional,Denver
2018-01-21,1.16,872673.39,conventional,Denver
2018-01-14,1.1,1003142.47,conventional,Denver
2018-01-07,1.01,963849.75,conventional,Denver
2018-03-25,1.15,477637.43,conventional,Detroit
2018-03-18,1.09,428600.2,conventional,Detroit
2018-03-11,1.14,443295.3,conventional,Detroit
2018-03-04,1.18,400047.47,conventional,Detroit
2018-02-25,1.08,464413.57,conventional,Detroit
2018-02-18,1.11,361966.97,conventional,Detroit
2018-02-11,0.92,435384.45,conventional,Detroit
2018-02-04,0.67,880540.45,conventional,Detroit
2018-01-28,1.14,367456.05,conventional,Detroit
2018-01-21,0.96,570161.95,conventional,Detroit
2018-01-14,1.18,369628.1,conventional,Detroit
2018-01-07,0.92,512142.96,conventional,Detroit
2018-03-25,1.47,207028.28,conventional,GrandRapids
2018-03-18,1.4,175969.31,conventional,GrandRapids
2018-03-11,1.43,191286.89,conventional,GrandRapids
2018-03-04,1.74,137419.7,conventional,GrandRapids
2018-02-25,1.27,208279.53,conventional,GrandRapids
2018-02-18,1.52,143871.75,conventional,GrandRapids
2018-02-11,1.4,167604.6,conventional,GrandRapids
2018-02-04,0.88,408921.57,conventional,GrandRapids
2018-01-28,1.55,162674.55,conventional,GrandRapids
2018-01-21,1.01,349565.06,conventional,GrandRapids
2018-01-14,1.63,132716.65,conventional,GrandRapids
2018-01-07,1.35,169476.04,conventional,GrandRapids
2018-03-25,1.18,4245947.2,conventional,GreatLakes
2018-03-18,1.16,3944850.17,conventional,GreatLakes
2018-03-11,1.22,3953699.57,conventional,GreatLakes
2018-03-04,1.27,3654450.88,conventional,GreatLakes
2018-02-25,1.19,3920643.53,conventional,GreatLakes
2018-02-18,1.2,3351722.04,conventional,GreatLakes
2018-02-11,1.05,4104031.93,conventional,GreatLakes
2018-02-04,0.81,7094764.73,conventional,GreatLakes
2018-01-28,1.18,3857262.14,conventional,GreatLakes
2018-01-21,1.08,4824586.17,conventional,GreatLakes
2018-01-14,1.31,3437563.27,conventional,GreatLakes
2018-01-07,1.11,4123104.83,conventional,GreatLakes
2018-03-25,1.21,330371.24,conventional,HarrisburgScranton
2018-03-18,1.18,299740.63,conventional,HarrisburgScranton
2018-03-11,1.22,279645.04,conventional,HarrisburgScranton
2018-03-04,1.21,289090.98,conventional,HarrisburgScranton
2018-02-25,1.24,281655.48,conventional,HarrisburgScranton
2018-02-18,1.25,277022.82,conventional,HarrisburgScranton
2018-02-11,1.09,321368.64,conventional,HarrisburgScranton
2018-02-04,1.16,395673.05,conventional,HarrisburgScranton
2018-01-28,1.15,299069.36,conventional,HarrisburgScranton
2018-01-21,1.14,345436.84,conventional,HarrisburgScranton
2018-01-14,1.25,277616.71,conventional,HarrisburgScranton
2018-01-07,1.33,257281.38,conventional,HarrisburgScranton
2018-03-25,1.44,345963.16,conventional,HartfordSpringfield
2018-03-18,1.43,308716.16,conventional,HartfordSpringfield
2018-03-11,1.42,314847.26,conventional,HartfordSpringfield
2018-03-04,1.17,432095.58,conventional,HartfordSpringfield
2018-02-25,1.45,289607.63,conventional,HartfordSpringfield
2018-02-18,1.42,283265.66,conventional,HartfordSpringfield
2018-02-11,1.48,352731.83,conventional,HartfordSpringfield
2018-02-04,1.38,427950.71,conventional,HartfordSpringfield
2018-01-28,1.18,432600.1,conventional,HartfordSpringfield
2018-01-21,1.18,474554.55,conventional,HartfordSpringfield
2018-01-14,1.53,289124.31,conventional,HartfordSpringfield
2018-01-07,1.52,283678.88,conventional,HartfordSpringfield
2018-03-25,0.56,2120511.03,conventional,Houston
2018-03-18,0.79,1243926.96,conventional,Houston
2018-03-11,0.83,1324475.69,conventional,Houston
2018-03-04,0.71,1501699.41,conventional,Houston
2018-02-25,0.67,1657524.28,conventional,Houston
2018-02-18,0.68,1572064.61,conventional,Houston
2018-02-11,0.58,1870874.72,conventional,Houston
2018-02-04,0.56,2381742.59,conventional,Houston
2018-01-28,0.71,1647858.32,conventional,Houston
2018-01-21,0.78,1584416.56,conventional,Houston
2018-01-14,0.95,1316347.07,conventional,Houston
2018-01-07,0.8,1390616.83,conventional,Houston
2018-03-25,1.05,228837.36,conventional,Indianapolis
2018-03-18,1.01,209169.31,conventional,Indianapolis
2018-03-11,1.0,227995.61,conventional,Indianapolis
2018-03-04,1.09,207466.39,conventional,Indianapolis
2018-02-25,1.06,196615.34,conventional,Indianapolis
2018-02-18,0.91,186523.76,conventional,Indianapolis
2018-02-11,0.81,258008.01,conventional,Indianapolis
2018-02-04,0.79,335442.41,conventional,Indianapolis
2018-01-28,0.92,265600.2,conventional,Indianapolis
2018-01-21,1.03,233732.16,conventional,Indianapolis
2018-01-14,1.2,188231.39,conventional,Indianapolis
2018-01-07,0.95,241296.05,conventional,Indianapolis
2018-03-25,1.3,183489.03,conventional,Jacksonville
2018-03-18,1.12,234236.46,conventional,Jacksonville
2018-03-11,1.16,227714.5,conventional,Jacksonville
2018-03-04,1.12,229905.22,conventional,Jacksonville
2018-02-25,1.27,194729.14,conventional,Jacksonville
2018-02-18,1.31,185003.97,conventional,Jacksonville
2018-02-11,0.99,234557.28,conventional,Jacksonville
2018-02-04,0.96,365637.29,conventional,Jacksonville
2018-01-28,1.33,188556.57,conventional,Jacksonville
2018-01-21,1.14,231285.04,conventional,Jacksonville
2018-01-14,1.41,182389.99,conventional,Jacksonville
2018-01-07,1.2,197919.4,conventional,Jacksonville
2018-03-25,1.01,382746.42,conventional,LasVegas
2018-03-18,1.17,311526.49,conventional,LasVegas
2018-03-11,1.18,298805.55,conventional,LasVegas
2018-03-04,1.05,371269.22,conventional,LasVegas
2018-02-25,1.05,352533.59,conventional,LasVegas
2018-02-18,1.13,325042.62,conventional,LasVegas
2018-02-11,0.9,433809.84,conventional,LasVegas
2018-02-04,0.88,512982.73,conventional,LasVegas
2018-01-28,1.04,348153.29,conventional,LasVegas
2018-01-21,1.05,364155.28,conventional,LasVegas
2018-01-14,1.16,322932.06,conventional,LasVegas
2018-01-07,1.05,345809.34,conventional,LasVegas
2018-03-25,1.02,2843541.07,conventional,LosAngeles
2018-03-18,0.91,3395262.7,conventional,LosAngeles
2018-03-11,1.03,3059034.3,conventional,LosAngeles
